label,content
neg,5月份生产出来的，6月搞活动，1299，买了两个，再降价，消费者伤不起！
neg,填错地址了凌晨两点起来改地址都没来得及，是是是一个个振振有词的都没错问题是我上哪找快递去，打车费你出？那既然来不及何必还有改的功能呢这事也怪不上人家快递员那就是你们京东服务不行了
neg,手机自带的广告老人根本就不会关，广告多到手机都没法使用
neg,冲着不用贴膜买的，结果收到货  膜没贴好灰尘都在里面
neg,这款手机，用的时候不好用，好多软件不能下载
neg,618前买的，一点价钱没便宜反而高了很多！虚假营销手段，以后再也不相信618了
neg,自营店买东西下单时预计第二天到的，下完单搞个从西安调货，我江西没货？这两天用时听语音自动黑屏
neg,不要买千万不要买，都是翻新机，才买没多久就这样了开不了机
neg,这是我买过最差的手机，460是家常便饭&hellip;&hellip;还不如用了三年的旧手机
neg,咱也不知道咋回事，卡的要死，比我爸的900块钱的手机还卡
neg,说的赠送耳机，客服就是人机，没法沟通，后续还不知道有什么问题
neg,买了几天就出现音响没声音。打电话对方听不到我说话
neg,玩游戏卡得要死，游戏声音就像拉皮条一样
neg,手机经常来电接了但是听不到声音啊，好多次这样的情况
neg,屏幕触感不太灵敏，有时候点两三下就点出来。容易发烫
neg,不是说送耳机吗？什么都不送！
neg,买之前说送耳机，买回来也没有送
neg,我为什么没有收到礼物  送点东西
neg,啥程序不打开，手机一天到晚发烫厉害，
neg,说送游戏指套的，没有送
neg,为什么我买的没有送耳机？？？
neg,手机收到了   赠品没有货。。。
neg,手机有个小东西掉出来了
neg,人家买都有赠品就我没有?
neg,"收货半个月降价200,十分不愉快！！！！"
neg,刚买几天就降价300还无法报价
neg,昨天刚买了今天就降价了
neg,买完不到一个月降价200元，你们玩的狠
neg,反应慢，还不如我的旧手机
neg,保价7天，200块钱换了一个书包，真的服了
neg,才买没多久降价200+，几十都算了 还不保价
neg,刚买三天就降300元
neg,直播间下单，但是没有送承诺的赠品
neg,刚买两天就降价两百，还没办法价保。都是套路，，，
neg,手机不好用，是不是翻新机
neg,买不到几天降300，还过了价保。。
neg,说好送耳机，结果没送。令我十分之生气，出尔反尔。
neg,外形外观：屏幕中间有个小痕迹。
neg,用导航会发烫，传视频也发烫。
neg,说了整点在直播间下单有送东西，但是货都到了什么都没有，问了客服以不说
neg,手机只能一般般 送货速度是真的慢 快递一拖再拖
neg,电池不抗用 玩游戏三个小时就没电了
neg,耗电特快 非游戏状态半小时10%
neg,电池一点也不耐用，先用几天不行就退货，
neg,购买一个月降价手机出现黑屏死机，已经换新，谨慎购买
neg,刚买十天  便宜一百  服了  还整个价保7天   我都没注意   一般不是一个月？
neg,才用了40来天，屏幕就像漏液了一样
neg,刚收到货，但是别人的账号下要优惠30元，真是乱，要买的朋友，一定要问他们要优惠券！
neg,用了一段时间来评论的，手机不流畅，易卡顿。
neg,耗电快，发热，质感差
neg,买来不到2个月，手机就坏了，充不进电
neg,拉中拉，第一次见新手机都不能开机的
neg,手机系统真心水得可以，上网查才知道，原来是才上线一年多的系统，一千八的教训！
neg,手机存电话号码，不能存到卡里面 。想搞垄断。
neg,打吃鸡闪退也没有什么东西配送快递员态度也不咋地客服都是系统回复信息延迟半个多小时才收到
neg,七天保价，过完就降价，收智商税了。真牛
neg,没有苹果的命还要学人家苹果不带耳机玩犊子去哦
neg,这和iQOOneo5完全是两个手机啊，为了不伤眼睛还是选择这个吧
neg,买完就有优惠券，服了
neg,信号不好！在超市！建筑覆盖大一点的地方信号都没有
neg,刚过保价期就降价300，你没事吧，你没事就吃溜溜梅呸呸呸呸呸呸呸呸呸
neg,打电话免提破音！！！
neg,用了几天后手机有点卡，难道是4G网络不稳定的原因吗？
neg,手机用几分钟就发烫，新手机就这样，到冬天可以当暖手宝
neg,不到一个月便宜300
neg,请给我解决  为啥后置摄像头不能用  前两天还没注意  今天扫码居然少不了
neg,手机买了，用了几天，体验效果不好，流畅度差，建议大家不要买，
neg,打开手机屏幕是花两个划痕..现在京东质量也不怎么行啊！
neg,刚收到货，感觉手感挺不错的，就是客服服务一般，送货更拉夸
neg,买2天降500。什么意思？
neg,都不知道这个质量怎么发出来的，还不能今天退回，还必须明天才能退。本来都准备好手机壳和钢化膜了，这下全都得退款。
neg,耗电快，触摸不灵敏，玩游戏会断触。有时候会卡顿。信号不好
neg,买了20天掉价200
neg,"运行速度：只能算一般了
拍照效果：一般
其他特色：一般"
neg,照相老丑了，红脸蛋子，老丑了，我用了三个vivo电话，这个是最丑的
neg,"手机看着还可以，用着还不习惯。
差评给京东快递。
急用，下单为了次日达。
没有解释，第二天中午随意就把送货日期推迟。"
neg,我购买的这部，屏幕左上角有黑点，应该不是液晶问题，而是液晶和外屏之间的灰。屏幕品控还有待提升。
neg,在其它平台都只要1599 8+256，同样是官方旗舰店，一个有保价，一个没有保价都这么便宜，懂得都懂，在京东买手机就是纯纯大冤种。
neg,手机已被用过，不是全新机，手机闹钟被设置过，开机显示距上次充电已过8小时，京东信任，感觉翻车
neg,"产品是翻新机，刚买的显示2021年有过使用记录，大家不要购买！不要购买！不要购买！

京东自营也完蛋了，啥也不是"
neg,看了评论才买的，用了有一个多星期没有感觉到有多好，充电确实快，但是不容易散热，打电话或者发信息手机一直都是热的
neg,手机信号还是差，网络信号也不行网页都打不开这都换了一个新手机了还是不行，我觉得就是手机本身不行
neg,刚收到的新机子，不知道什么原因，里头闹铃都设置好的，背后还有一条淡淡的划痕，客服一开始说自带的，后面又说可以删掉不影响使用，说可以自己去检测或送回京东检测，遇这事谁心里会舒服啊。就这样吧
neg,要不是他是LCD我肯定不会买，都快2022了竟然还有手机屏幕没有疏油层
neg,用华为手机看抖音，人脸正常，这款手机，人脸好红，看视频颜色都不一样了，屏幕差还是什么情况，搞不懂
neg,不是很理想 打游戏经常卡住 不会动  直接卡屏那种，尤其是多人战场，卡的不会动，又要重新登陆，每次都这样  还不如我以前那个，那个虽然画质差点最起码不会卡，其他还好  就是玩游戏  有点受不了。
neg,各品牌机品牌保护意识超强，外形卡片设计变换位置纯粹的多余，没有一点客户服务意识，异品牌机启用烦索，操作麻烦，平价机型讲究实用的，快速上手操，一堆无用的小程序，主打程序，如微信，***，等常用的程序，可以市场调研，几次操作系统不能用，也就失去购买欲望。
neg,买来这个手机用的有一个月左右吧，有时有卡顿现象，感觉有时反应也有点慢，有时候感觉自己像买了个翻新机，哎。说心里话感觉没有华为好用。
neg,"点开就看见待评价就给你个评价
先说缺点
1.外观    可远观而不可亵玩 看着勉强能看，拿到手里简直了，还没给我妈买的几百块的手感好，塑料的也用点好的吧
2.屏幕     冷光下发红，质量咱不懂不评论
3.相机      弟中弟 丐中丐  low中low 差中差 啥玩意，比我两年前买的红米k30还差的远。5年前买的荣耀v9可以一战
4.系统   vivo也是大牌了，系统做成这样，还不如小米，佩服，各种功能我上网一查，好家伙几年前就有人反应的问题现在依旧没变
优点
5.流畅度   还行，比红米k30强不少
6.信号     还行，没啥感觉
7.充电速度
总结   
在乎外观手感的请远离
在乎拍照的千万别碰，垃圾
要用应用分身或者喜欢分屏的请远离
只日常应用完全可以满足
玩游戏，可以，比我的k30强
目前就这些感受，用几天再说"
neg,京东服务不行啊缩水很多啊
neg,这手机不好用网络很卡
neg,才买一个月就降价了，无语
neg,买不到俩月，你掉价二百，真坑
neg,打开包裹就没有看到送的手机卡，骗人的
neg,郁闷，咋天刚买，今天就降价100元，618骗人的。
neg,保价一个月，不到一个月就降价。无语
neg,好家伙，刚过完价保期就降价200，太坑了吧
neg,手机有点垃圾，充电发热什么鬼
neg,差评  说送的耳机没  不送就别说送   垃圾
neg,差评，降价太恐怖，感觉被坑了
neg,以后不会再买IQ了，现在我屏幕就差不多失灵了
neg,赠品呢，会员呢，欺骗消费者，手机卡顿
neg,垃圾，没得耳机，客服根本联系不上，别买
neg,蓝牙连接功能很慢，连手机和耳机都一样
neg,垃圾东西，收到货还是一个二手的，被人使用过的发过来
neg,都不赠送耳机差评。。。。。。
neg,刚买没几天就降价了，客服电话也打不通，有点小坑啊｜
neg,这垃圾iQOO手机真心不能买，谁买谁上当，
neg,"商品辣鸡
运行速度：贼慢
待机时间：很短"
neg,东西很烂，还没配耳机
neg,不好，发热太严重，打一把游戏，手机直接爆炸
neg,很不好，反应慢，卡顿
neg,手机不太喜欢，反应很慢，不好用，不直这个钱
neg,很失望，确实是不怎么样！远没有宣传中的样子
neg,才用了六天刚刚就死机一次了，以后不敢想象了&hellip;
neg,手机很差。电池一天都用不到，摄像头更差。买亏了。
neg,一天一个价，服务差强人意，昨天跟今天就差半年的手机保修，让客服调整直接跟你说你退货，手机也就那样，客户也不行
neg,买了就降价，垃圾产品
neg,打游戏一团战就卡得要死，刷视频不卡打游戏卡真的打吐了
neg,大家注意复购补贴都是他们@的，极其麻烦，大家慎重选择，垃圾!
neg,电池有问题，耗电量特别快，退换货速度慢的很，现在还没发货呢
neg,"京东VIVO无良商家:
第一次在京东买手机，第一次买这个品牌手机，
5月10号买2000元，5月20号就降价300元，京东和VIVO就是不给处理，手机发烫退货，退货，退货！
都***黑店！"
neg,非常差劲   京东太坑了
neg,可不可以给0星？刚刚半个月就降价300块？我也是瞎了眼了。你说你隔一个两个月降价几百块我还能想的通。15天啊我去。这手机这品牌是真的不行不行。三百块给你个差评可以吧？贱商
neg,手机很差，网速很慢，老是卡机，建议网友别买。
neg,无语，打游戏声音还发出滋滋的电流声，感觉就要爆了一样
neg,下了订单后承诺2月6日到货，2月6日给客服打了2次电话，特别提示2月7日必须到，最后推迟1天才到，心里有点不舒服
neg,真的没想到，一下就降价了，看着刚出也不至于那么快降价，现在好了，又不保值，真的觉得花了冤枉钱。
neg,货是收到了，发货用了2天，物流3天，在网点2天，而且颜色还发错了，快递员直接把货放门卫就走了，不打电话通知也就算了，连信息也不发，怎么验货，给快递打电话也不接，真是无语
neg,买了不到10天直接降价200块，刚好超过7天不能报价。你敢这说不是故意的？   都慎重考虑一下再买吧，别让割韭菜了，真是恶心。
neg,送的蓝牙耳机，带久了就很痛，设计的不合理，设计师带过吗？
neg,相当垃圾，信号断网，一天两充电，还不怎么玩。
neg,功能缺少都不予退货，千万别买，服务太差了，别相信七天无理由退换，都是扯淡，他会有一千种理由拒绝退货
neg,不好用，就浏览个网页就发烫，电池不耐用，没玩游戏都掉的特别快
neg,新手机拆封就有毛病，双卡双待到手就单卡好使，联系客服换货把手机取走就没信了，让我等10多天，垃圾
neg,拆开发现没有数据线，售后核实说不可能，几十块的东西懒得麻烦自己吃点亏。但这服务我是非常不满意
neg,6.18买的    卡顿   死机几次，   耗电快    手机烫的都不想拿     第一次买这个牌子 ，    失望
neg,差评，打个王者都打不了，还运行内存是8g，内存又是258，比不上红米，人家运行内存4g，内存128都没那么卡，红米才卖999
neg,这是我近几年使用过的最不满意的一款手机，使用第一天就动不动卡的要死，有些软件卡的只能卸载重新安装才能用，以后这个品牌不会再买，要不是没手机可用了我指定退货
neg,充电慢！感觉还没有oppo30wk9s充电快！也是无语了而且oppo的电池是5000毫安的问了客服居然说充电要50到70分钟！真是白瞎了这55瓦的充电器！！！
neg,本人建议不购买此款机子，系统卡顿，错屏，时不时还来个发烫，在京东买了不少手机，单vivo就买了几个，但这款机子是我在京东vivo官方买的最差，最垃圾的一款机子。
neg,太垃圾了，手机是有人用过的，还有小磕碰不给退货，申请了两天了都，千万别买！千万不要在京东上面买手机了，京东客服也是不妥善处理售后问题
neg,掉价太快，收到货10天，价格掉下来了，还不保价，要是超过半个月，也就算了，电子产品，不可避免，变数太快，找售后太麻烦，转人工，机器人不停的在回复&hellip;&hellip;
neg,试了几个电话人家都说我通话断断续续，用另一个手机没有这种情况，用app老是卡死，新手机这种情况也是无语了
neg,刚买完就降价300 隔壁red米买了1年也没降100.还说只有7天保价！！第10天保不了！！！让人堵得慌！！！而且这个质量真的是没谁了.看边缘的毛刺！！！
neg,换了手机回来手机还是闪屏，app闪退看电视莫名其妙的最小化，听语音的时候还很嘈杂，一代用了三年都没有这个差劲
neg,最差的一次购机体验，刚到手一天听筒口就弹出，商品质量也太差了，还有快递也是三天才送到，
neg,不知道是不是翻新机，我是3月15拿到手机的，居然里边有去年12月份下载的歌曲，对京东自营越来越失望了
neg,55 瓦的充电头给我配的66瓦的头子，什么意思，数据线显示的又是55瓦，什么意思？瞎搞。
neg,拿到手屏幕分辨率就有问题，照片中的袋子是红色的，手机显示颜色偏黄差评！
neg,第1次京东购物。。应该也是最后一次。信得过的呢，不用多说，信不过的呢，可以尝试一下京东这种垃圾服务。。不需要看京东对我的评论的回复明白吗？肯定会给你说的，条条是道。可是那种服务呢不是一般的差。。送货上门没我本人签收也就算了。电话都不会通知一个。。送上门有人在也不会跟人家打个招呼。。我都不知道是过来送货的还是过来丢垃圾的。。因为丢垃圾是不用跟人家打招呼的。对于这种人都还能录用的，看来京东也不咋地嘛。
neg,信号接受极差，在外面根本打不了视频电话，网络巨卡，游戏手机还能接受信号这么差吗？和客服反馈无果，客服只说是我自己网络电话卡的问题，给爸爸买的体验感很差！
neg,手机太差，用几天就开始发烫，手机突然黑屏，照相和视频人显胖很多。照相模糊！这手机就是垃圾中的战斗机，
neg,充电线明显是旧的，而且手机送来的时候本身就有电量，我不知道是本来就有这种情况，是被别人退货，然后转到我这边的，那个充电线跟我用过很久的一个充电线，颜色已经接近了，真的会谢谢
neg,高估了，比neo5还烂，新机第一天用就APP闪退，卡顿，买来半个月来评价，立马降价300，果真，因为垃圾所以降价。
neg,"电池不行耗电太快 拍照不行没有防抖 摄像头就是摆设垃圾
待机时间：一天要冲几次电 真不行 买亏了失败的一次网络购物"
neg,断网卡是这手机特点，对手机很失望不说天天卡也差不多信号不稳定也是一大特点，我骗人我不是人大家不要买，
neg,真后悔买vivo了，不支持第三方字体和主题不说，自己做的还差的一批。买个字体还大把字不支持。主题连通知栏和设置栏都不变。这次买个教训，事先没做好功课
neg,手机用收到就开不了机，非常恼火，客服还说要先充电，真是太奇葩了，好吧，按照客服说的先充电，还是无法开机，只能申请换货，看看换货以后怎么样吧，真倒霉
neg,买回来没怎么用，线就坏了 可见图片线很新。就算是我天天用，这线就这么容易坏的？买哪个手机也没见线这么容易就坏了。找售后，让我单独为了一个线换货。真够麻烦的，lj做工
neg,外形外观：屏幕都是弯的，解决的办法就是让消费者自己花时间去检测，证明有问题就给你换一款，消费者就是闲，每天都那么多时间去检测，去跑不用上班
neg,"两千多块钱的手机，聊天信息提示音都是五分钟之后提醒，客户8.40发信息  手机8.45才提醒你有新信息
有时滑屏卡顿
优点就是拍照清楚
除拍照，这就是一款世界上最垃圾的手机，
有想法的请谨慎下单"
neg,这款手机是真的差，通话质量太差，打电话时，对方说话，听筒这边就有杂音，象收音机似的声音。真是太差了
neg,我买的新手机  就害怕买到反厂机和刷新机就想买一个新手机   一个京东自营，一个官方旗舰店，京东就是次日达我也相信我也着急用  结果呢   看图吧 感觉这个机器不是全新的2021年12月有人用过了     别说是测试啊  我买好几个了就你特殊啊  京东以后不相信你了
neg,"一颗星都不想给，信号不好，不建议购买，电子垃圾
去信号不好的地方网络变为2g，返回信号好的地方，还是2g，质量存在严重问题，系统本身bug也多。"
neg,"差评，差评，差评！接微信视频会直接卡死，***浏览器等软件都会卡住，就连点击设置都会卡死,我是认准了，这样的手机以后不会再买了，好歹也快2000块钱了 不如多出点钱买华为 苹果，不支持这种安卓机了，也懒得售后了"
neg,一星都不想给，垃圾。感觉就是翻新手机，等有时间了就拿着去测一下看看是不是翻新手机。打字还容易出错，上下翻朋友圈滑上去还自己滑下来一点，还不如我那个用了三年的破手机呢！从来没给过差评，第一次
neg,东西质量是越做越差，耳机都不配送一个，就像汽车一样，都开始减配，需要自己加钱才有这个功能吗？越做越死这个行业，尤其是vivo
neg,新出的手机，用的还只是870，可我只是打了一把王者，就烫的不行，实在失望，要不是看在一个LCD屏，真想直接退货了
neg,纯粹个人感受，理性观看，vivo iQOO 5se因投屏电视，一直提示运行内存不足会断开，8g的旧机反复摔都没提示过，12+4g的新机才用不到半月就一直提示，因不懂手机瞎选的型号，但内心实在无法接受:新机登APP就转圈圈或内存不足，本人不玩游戏，单纯刷视频，大概到下午就要充电，找vivo官方客服需要排队、录屏证据、反复描述问题，折腾下来彻底累了，虽然是京东自营买的，但这么离谱的情况，我也有点怀疑～～～总之，这手机挺尴尬的，退货被误取消，重退遇超期，换货期没备用机，也不确定换来的就能正常，这评价也许过不了审核呢
neg,以前一直用着苹果，华为。现在条件所迫买便宜些的，这是我用了十多年手机，最烂的牌子！手机质量和售后简直一塌糊涂！这部机我用了两个星期想换张卡，结果电话卡的卡槽弹不出来，然后发现听筒的铁网也凹进去了，联系售后客服让我退回去检修，先让我去当地官方实体店的售后把电话卡取出来，再把机子寄回去。我按照这个做法做了。机子退回去后，有人工给我电话说我机子拆过了，有拆过的痕迹和外观损伤，所以不在他们的三包范围！你们品牌实体店官方售后拆机造成的，然后你们就把这问题推给我！！！！！！！！！！我是按照他们客服的指示拿到他们品牌官方的售后实体店取卡，卡槽弹不出来怎么取电话卡？不取电话卡怎么退回去？？？？？他们解释说实体的官方售后和他们那里是分开的，？？？？？我想问我遇到这问题怎么解决？我还是按照客服的指示做的！责任一推再推。手机质量如此的差！遇到问题售后还推卸责任！这部机我用了两个礼拜！现在看到都烦！非常垃圾！有一句假话天打雷劈！！！！！！！
neg,在京东买了几个手机了，这是最差的一次体验！首先说手机，买了一个礼拜就开始出现死机、连不上WiFi、自动断开蓝牙，半天连不上蓝牙等等情况。怀疑他们以次充好，卖水货手机；再又是刚毕业一个买了半个月不到降价300，过去找他们客服退差价，跟我说我买的时候没有保价一个月的活动，就差一天，他们页面明明显示保价一个月，这不是欺骗消费者？后面他们一个什么高级专员打电话过来，噼里啪啦说一大堆，一顿卖惨，说客服怎么怎么不容易，什么的，说差价确实退不了，但是可以送一个无线蓝牙给我什么，看你们也不容易我就同意了，电话也答应的好好的给我备注好尽快发出，可结果是一个蓝牙耳机一个月了还没发出，甚至没登记。不想送你们可以不送，别做不到又满嘴跑火车
neg,第一次买的时候plus会员权益下赠送了一副无线耳机，结果过了两天降价了，但是降价之后购买是不赠送无线耳机的。然后找京东客服价格保护退差价的时候，因为第一次购买的时候赠送了耳机，所以退差价必须扣除赠品无线耳机的玖十玖元（耳机官方售价一百酒十玖）。后面搞笑的就是京东和我说赠品不支持退钱操作。想单独把耳机退回去拿回久石久块钱是不可能的，必须手机耳机一起退回去。反正意思就是你要么手机耳机什么的全部都不要（手机我已经拆封用起来了，没法退了）耳机没拆过，买回来就丢一边去了。说好的赠品其实就是强制打包销售一起卖给你的，不想要还不给你退。这次算是见识到了，京东都会玩这招了。写了就是想告诉大家在京东上买东西附带的赠品是不需要的就不要买！！！不要买！！！不要买！！！
