label,content
1,自营 店买 东西 下单 时 预计 第二天 到 的 ， 下 完单 搞 个 从 西安 调货 ， 我 江西 没货 ？ 这 两天 用时 听 语音 自动 黑屏
1,不要 买 千万 不要 买 ， 都 是 翻新 机 ， 才 买 没多久 就 这样 了 开 不了 机
1,这 是 我 买 过 最差 的 ， 460 是 家常便饭 & hellip ; & hellip ; 还 不如 用 了 三年 的 旧
1,咱 也 不 知道 咋 回事 ， 卡 的 要死 ， 比 我 爸 的 900 块钱 的 还卡
1,说 的 赠送 耳机 ， 客服 就是 人机 ， 没法 沟通 ， 后续 还 不 知道 有 什么 问题
1,买 了 几天 就 出现 音响 没 声音 。 打电话 对方 听 我 说话
1,玩 游戏卡 得 要死 ， 游戏 声音 就 像 拉皮条
1,经常 来电 接 了 但是 听 声音 啊 ， 好 多次 这样 的 情况
1,触感 不太 灵敏 ， 有时候 点 两三下 就点 出来 。 容易 发烫
1,说 送 耳机 吗 ？ 什么 都 不 送 ！
1,买 之前 说 送 耳机 ， 买回来 也 没有 送
1,我 为什么 没有 收到 礼物     送点 东西
1,啥 程序 不 打开 ， 一天到晚 发烫 厉害 ，
1,说 送 游戏 指套 的 ， 没有 送
1,为什么 我 买 的 没有 送 耳机 ？ ？ ？
1,收到 了       赠品 没有 货 。 。 。
1,有个 小东西 掉 出来 了
1,人家 买 都 有 赠品 就 我 没有 ?
1,"收货 半个 月 降价 200 , 十分 不 愉快 ！ ！ ！ ！"
1,刚买 几天 就 降价 300 还 无法 报价
1,昨天 刚买 了 今天 就 降价 了
1,买 完 降价 200 元 ， 你们 玩 的 狠
1,反应 慢 ， 还 不如 我 的 旧
1,保价 7 天 ， 200 块钱 换 了 书包 ， 真的 服 了
1,才 买 没多久 降价 200 + ， 几十 都 算了   还 不 保价
1,刚买 三天 就 降 300 元
1,直播间 下单 ， 但是 没有 送 承诺 的 赠品
1,刚买 两天 就 降价 两百 ， 还 没 办法 价保 。 都 是 套路 ， ， ，
1,用 ， 是不是 翻新 机
1,买不到 几天 降 300 ， 还 过 了 价保 。 。
1,说好 送 耳机 ， 结果 没送 。 令 我 十分 之 生气 ， 出尔反尔 。
1,外形 ： 中间 有个 小 痕迹 。
1,用 导航 会发 烫 ， 传 视频 也 发烫 。
1,说 了 整点 在 直播间 下单 有 送 东西 ， 但是 货都 到 了 什么 都 没有 ， 问 了 客服 以 不 说
1,只能 一般般   送货 是 真的 慢   快递 一拖再拖
1,电池 不 抗用   玩游戏 三个 小时 就 没电 了
1,耗电 特快   非 游戏 状态 半小时 10%
1,电池 也 不 耐用 ， 先 用 几天 就 退货 ，
1,购买 降价 出现 黑屏 死机 ， 已经 换 新 ， 谨慎 购买
1,刚买 十天     便宜 一百     服 了     还 整个 价保 7 天       我 都 没 注意       一般 ？
1,才 用 了 40 来天 ， 就 像 漏液 了
1,刚 收到 货 ， 但是 别人 的 账号 下要 优惠 30 元 ， 真是 乱 ， 要 买 的 朋友 ， 一定 要 问 他们 要 优惠券 ！
1,用 了 一段时间 来 评论 的 ， 不 流畅 ， 易卡顿 。
1,耗电 快 ， 发热 ， 质感 差
1,买来 2 个 月 ， 就 坏 了 ， 充不进 电
1,拉中 拉 ， 第一次 见 新手机 都 开机 的
1,系统 真心 水得 可以 ， 上网 查才 知道 ， 原来 是 才 上线 一年 多 的 系统 ， 一千 八 的 教训 ！
1,存 电话号码 ， 存到 卡 里面   。 想 搞 垄断 。
1,打 吃 鸡 闪退 也 没有 什么 东西 配送 快递 员 态度 也 不 咋 地 客服 都 是 系统 回复 信息 延迟 半个 多 小时 才 收到
1,七天 保价 ， 过 完 就 降价 ， 收 智商 税 了 。 真牛
1,没有 苹果 的 命 还要 学 人家 苹果 不带 耳机 玩 犊子 去 哦
1,这 和 iQOOneo5 完全 是 两个 啊 ， 为了 不 伤 眼睛 还是 选择 这个 吧
1,买 完 就 有 优惠券 ， 服 了
1,信号 ！ 在 超市 ！ 建筑 覆盖 大 的 地方 信号 都 没有
1,刚过 保价 期 就 降价 300 ， 你 没事 吧 ， 你 没事 就 吃 溜溜 梅 呸 呸 呸 呸 呸 呸 呸 呸 呸
1,打电话 免提 破音 ！ ！ ！
1,用 了 几天 后 有点 卡 ， 难道 是 4G 网络 不 稳定 的 原因 吗 ？
1,用 几分钟 就 发烫 ， 新手机 就 这样 ， 到 冬天 可以 当 暖手 宝
1,便宜 300
1,请 给 我 解决     为啥 后置 摄像头 用     前两天 还 没 注意     今天 扫码 居然 少不了
1,买 了 ， 用 了 几天 ， 体验 ， 流畅 度差 ， 建议 大家 不要 买 ，
1,打开 是 花 两个 划痕 .. 现在 京东 质量 也 不怎么 行 啊 ！
1,刚 收到 货 ， 感觉 手感 挺不错 的 ， 就是 客服 服务 一般 ， 送货 更拉夸
1,买 2 天降 500 。 什么 意思 ？
1,都 不 知道 这个 质量 怎么 发出 来 的 ， 还 今天 退回 ， 还 必须 明天 才能 退 。 本来 都 准备 好 壳 和 钢化 膜 了 ， 这下 全都 得 退款 。
1,耗电 快 ， 触摸 不灵敏 ， 玩游戏 会断触 。 有时候 会卡顿 。 信号
1,买 了 20 天 掉价 200
1,"： 只能 算 一般 了 
 ： 一般 
 其他 特色 ： 一般"
1,照相 老丑 了 ， 红 脸蛋 子 ， 老丑 了 ， 我用 了 三个 vivo 电话 ， 这个 是 最丑 的
1,"看着 还 可以 ， 用 着 还 不 习惯 。 
 差评 给 京东 快递 。 
 急用 ， 下单 为了 次日 达 。 
 没有 解释 ， 第二天 中午 随意 就 把 送货 日期 推迟 。"
1,我 购买 的 这部 ， 左上角 有 黑点 ， 应该 液晶 问题 ， 而是 液晶 和 外屏 之间 的 灰 。 品控 还有 待 提升 。
1,在 其它 平台 都 只要 1599   8 + 256 ， 同样 是 官方 旗舰店 ， 有 保价 ， 没有 保价 都 这么 便宜 ， 懂得 都 懂 ， 在 京东 买手机 就是 纯纯 大冤种 。
1,已 被 用 过 ， 全新 机 ， 闹钟 被 设置 过 ， 开机 显示 距 上次 充电 已过 8 小时 ， 京东 信任 ， 感觉 翻车
1,"产品 是 翻新 机 ， 刚买 的 显示 2021 年 有 过 使用 记录 ， 大家 不要 购买 ！ 不要 购买 ！ 不要 购买 ！ 
 
 京东 自营 也 完蛋 了 ， 啥 也"
1,看 了 评论 才 买 的 ， 用 了 有 一个多 星期 没有 感觉 到 有 多 好 ， 充电 确实 快 ， 但是 不 容易 散热 ， 打电话 或者 发 信息 一直 都 是 热 的
1,手机信号 还是 差 ， 网络 信号 也 网页 都 打不开 这 都 换 了 新手机 了 还是 ， 我 觉得 就是 本身
1,刚 收到 的 新 机子 ， 不 知道 什么 原因 ， 里头 闹铃 都 设置 好 的 ， 背后 还有 一条 淡淡的 划痕 ， 客服 一 开始 说 自带 的 ， 后面 又 说 可以 删掉 不 影响 使用 ， 说 可以 自己 去 检测 或 送回 京东 检测 ， 遇 这事 谁 心里 会 舒服 啊 。 就 这样 吧
1,要不是 他 是 LCD 我 肯定 不会 买 ， 都 快 2022 了 竟然 还有 没有 疏 油层
1,用 华为 看抖音 ， 人脸 正常 ， 这 款 ， 人脸 好红 ， 看 视频 颜色 都 不 了 ， 差 还是 什么 情况 ， 搞不懂
1,很 理想   打游戏 经常 卡住   不会 动     直接 卡屏 那种 ， 尤其 是 多 人 战场 ， 卡 的 不会 动 ， 又 要 重新 登陆 ， 每次 都 这样     还 不如 我 以前 那个 ， 那个 虽然 画质 差点 最起码 不会 卡 ， 其他 还好     就是 玩游戏     有点 受不了 。
1,各 品牌机 品牌 保护意识 超强 ， 外形 卡片 设计 变换位置 纯粹 的 多余 ， 没有 客户服务 意识 ， 异 品牌机 启用 烦索 ， 操作 麻烦 ， 平价 机型 讲究 实用 的 ， 快速 上手 操 ， 一堆 无用 的 小 程序 ， 主打 程序 ， 如微信 ， * * * ， 等 常用 的 程序 ， 可以 市场调研 ， 几次 操作系统 用 ， 也 就 失去 购买 欲望 。
1,买来 这个 用 的 有 左右 吧 ， 有时 有卡顿 现象 ， 感觉 有时 反应 也 有点 慢 ， 有时候 感觉 自己 像 买 了 个 翻新 机 ， 哎 。 说心里话 感觉 没有 华为 好用 。
1,"点开 就 看见 待 评价 就 给你个 评价 
 先说 缺点 
 1 .         可远观 而 不可 亵玩   看着 勉强 能 看 ， 拿到 手里 简直 了 ， 还 没 给 我 妈 买 的 几百块 的 手感 好 ， 塑料 的 也 用点 好 的 吧 
 2 .           冷光 下 发红 ， 质量 咱不懂 不 评论 
 3 . 相机             弟中弟   丐中 丐     low 中 low   差中差   啥 玩意 ， 比 我 两年 前 买 的 红米 k30 还 差 的 远 。 5 年前 买 的 荣耀 v9 可以 一战 
 4 . 系统       vivo 也 是 大牌 了 ， 系统 做成 这样 ， 还 不如 小米 ， 佩服 ， 各种 功能 我 上网 一查 ， 好家伙 几年 前 就 有人 反应 的 问题 现在 依旧 没 变 
 优点 
 5 . 流畅 度       还 行 ， 比红米 k30 强 不少 
 6 . 信号           还 行 ， 没 啥 感觉 
 7 . 充电 
 总结       
 在乎 手感 的 请 远离 
 在乎 的 千万 别碰 ， 垃圾 
 要 用 应用 分身 或者 喜欢 分屏 的 请 远离 
 只 日常 应用 完全 可以 满足 
 玩游戏 ， 可以 ， 比 我 的 k30 强 
 目前 就 这些 感受 ， 用 几天 再说"
1,京东 服务 啊 缩水 很多 啊
1,这 用 网络 很卡
1,才 买 就 降价 了 ， 无 语
1,买不到 俩 月 ， 你 掉价 二百 ， 真坑
1,打开 包裹 就 没有 看到 送 的 手机卡 ， 骗人 的
1,郁闷 ， 咋 天刚 买 ， 今天 就 降价 100 元 ， 618 骗人 的 。
1,保价 ， 就 降价 。 无 语
1,好家伙 ， 刚过 完价 保期 就 降价 200 ， 太坑 了 吧
1,有点 垃圾 ， 充电 发热 什么 鬼
1,差评     说 送 的 耳机 没     不送 就 别说 送       垃圾
1,差评 ， 降价 太 恐怖 ， 感觉 被 坑 了
1,以后 不会 再 买 IQ 了 ， 现在 我 就 差不多 失灵 了
1,赠品 呢 ， 会员 呢 ， 欺骗 消费者 ， 手机卡 顿
1,垃圾 ， 没 得 耳机 ， 客服 根本 联系 不上 ， 别买
1,蓝牙 连接功能 很 慢 ， 连 和 耳机 都
1,垃圾 东西 ， 收到 货 还是 二手 的 ， 被 人 使用 过 的 发过来
1,都 不 赠送 耳机 差评 。 。 。 。 。 。
1,刚买 没 几天 就 降价 了 ， 客服 电话 也 打 不通 ， 有点 小坑 啊 ｜
1,这 垃圾 iQOO 真心 买 ， 谁 买 谁 上当 ，
1,"商品 辣鸡 
 ： 贼 慢 
 待机时间 ： 很 短"
1,东西 很烂 ， 还 没配 耳机
1,， 发热 太 严重 ， 打 一把 游戏 ， 直接 爆炸
1,很 ， 反应 慢 ， 卡顿
1,不太 喜欢 ， 反应 很 慢 ， 用 ， 不直 这个 钱
1,很 失望 ， 确实 是 不怎么样 ！ 远 没有 宣传 中 的 样子
1,才 用 了 六天 刚刚 就 死机 一次 了 ， 以后 不敢 想象 了 & hellip ;
1,很差 。 电池 都 用 ， 摄像头 更差 。 买 亏了 。
1,价 ， 服务 差强人意 ， 昨天 跟 今天 就 差 半年 的 保修 ， 让 客服 调整 直接 跟 你 说 你 退货 ， 也 就 那样 ， 客户 也
1,买 了 就 降价 ， 垃圾 产品
1,打游戏 一团 战 就 卡得 要死 ， 刷 视频 不卡 打 游戏卡 真的 打吐 了
1,大家 注意 复购 补贴 都 是 他们 @ 的 ， 极其 麻烦 ， 大家 慎重 选择 ， 垃圾 !
1,电池 有 问题 ， 耗电量 特别 快 ， 退换货 速度慢 的 很 ， 现在 还 没 发货 呢
1,"京东 VIVO 无良 商家 : 
 第一次 在 京东 买手机 ， 第一次 买 这个 品牌手机 ， 
 5 月 10 号 买 2000 元 ， 5 月 20 号 就 降价 300 元 ， 京东 和 VIVO 就是 不 给 处理 ， 发烫 退货 ， 退货 ， 退货 ！ 
 都 * * * 黑店 ！"
1,非常 差劲       京东 太坑 了
1,可不可以 给 0 星 ？ 刚刚 半个 月 就 降价 300 块 ？ 我 也 是 瞎了眼 了 。 你 说 你 隔 两个 月 降价 几百块 我 还 能 想 的 通 。 15 天 啊 我 去 。 这 这 品牌 是 真的 。 三百块 给你个 差评 可以 吧 ？ 贱商
1,很差 ， 网速 很 慢 ， 老是 卡机 ， 建议 网友 别买 。
1,无 语 ， 打游戏 声音 还 发出 滋滋 的 电流 声 ， 感觉 就要 爆 了
1,下 了 订单 后 承诺 2 月 6 日 到货 ， 2 月 6 日 给 客服 打 了 2 次 电话 ， 特别 提示 2 月 7 日 必须 到 ， 最后 推迟 1 天才 到 ， 心里 有点 不 舒服
1,真的 没想到 ， 一下 就 降价 了 ， 看着 刚出 也 不至于 那么 快 降价 ， 现在 好 了 ， 又 不 保值 ， 真的 觉得 花 了 冤枉钱 。
1,货是 收到 了 ， 发货 用 了 2 天 ， 物流 3 天 ， 在 网点 2 天 ， 而且 颜色 还 发错 了 ， 快递 员 直接 把 货放 门卫 就 走 了 ， 不 打电话 通知 也 就算 了 ， 连 信息 也 不发 ， 怎么 验货 ， 给 快递 打电话 也 不接 ， 真是 无 语
1,买 了 10 天 直接 降价 200 块 ， 刚好 超过 7 天 报价 。 你 敢 这 说 不是故意 的 ？       都 慎重考虑 一下 再 买 吧 ， 别 让 割 韭菜 了 ， 真是 恶心 。
1,送 的 蓝牙 耳机 ， 带久 了 就 很 痛 ， 设计 的 不合理 ， 设计师 带过 吗 ？
1,相当 垃圾 ， 信号 断网 ， 两 充电 ， 还 不怎么 玩 。
1,功能 缺少 都 不予 退货 ， 千万别 买 ， 服务 太差 了 ， 别 相信 七天 无 理由 退换 ， 都 是 扯淡 ， 他会 有 一 千种 理由 拒绝 退货
1,用 ， 就 浏览 个 网页 就 发烫 ， 电池 不 耐用 ， 没 玩游戏 都 掉 的 特别 快
1,新手机 拆封 就 有 毛病 ， 双卡 双待 到手 就 单卡 好使 ， 联系 客服 换货 把 取走 就 没信 了 ， 让 我 等 10 多天 ， 垃圾
1,拆开 发现 没有 数据线 ， 售后 核实 说 不 可能 ， 几十块 的 东西 懒得 麻烦 自己 吃点 亏 。 但 这 服务 我 是 非常 不 满意
1,6.18 买 的         卡顿       死机 几次 ，       耗电 快         烫 的 都 不想 拿           第一次 买 这个 牌子   ，         失望
1,差评 ， 打个 王者 都 打 不了 ， 还 内存 是 8g ， 内存 又 是 258 ， 比不上 红米 ， 人家 内存 4g ， 内存 128 都 没 那么 卡 ， 红米 才 卖 999
1,这 是 我 近几年 使用 过 的 最 不 满意 的 一款 ， 使用 第一天 就 动不动 卡 的 要死 ， 有些 软件 卡 的 只能 卸载 重新安装 才能 用 ， 以后 这个 品牌 不会 再 买 ， 要不是 没 可用 了 我 指定 退货
